e,m,p,t,y
p,r,e,s,e,n,t
label,pixels
present,"[17.75, 17.5, 18, 18.5, 17.75, 17.75, 17.25, 17.75, 17.75, 18, 17.5, 17.5, 18, 18.5, 17.25, 18, 16.75, 17.25, 17.75, 18.25, 17.75, 17.5, 17.5, 17.75, 17.5, 17.5, 17.5, 18, 17.75, 17, 17.25, 16.75, 17.25, 17.75, 17.25, 17.25, 17.25, 17, 17, 17, 17.5, 17.5, 17.5, 17.25, 17.5, 17.25, 16.75, 17.5, 17, 17.25, 17.25, 17.25, 17, 17.25, 16.75, 17, 17.5, 17.5, 17.5, 16.75, 17, 17, 16.75, 16.75]"
label,pixels
present,"[17.5, 17.25, 18.5, 18.25, 18.25, 18.25, 18.25, 18.75, 17.25, 17.5, 17.75, 18, 18.25, 18, 17.75, 17.75, 17.25, 18, 17.75, 18.5, 17.25, 17.5, 17.75, 17.5, 16.75, 17.5, 17.5, 17.75, 17.75, 17.5, 17.5, 17.5, 17.25, 18, 17.75, 17.75, 17.75, 17.25, 17, 17.25, 17.25, 17.25, 17.5, 17.75, 17.5, 16.75, 16.75, 18, 17.5, 17.5, 17, 17, 17.5, 17.5, 17.25, 17.5, 16.75, 16.75, 17.25, 16.75, 17, 17.5, 17, 17.25]"
label,pixels
empty,"[17.25, 17.5, 18.5, 18.5, 18.25, 19, 18, 18, 17.25, 17.25, 18, 18, 18.25, 18.25, 17.5, 18.5, 17.25, 18, 18, 18.25, 17.75, 17.75, 17.75, 18.25, 17.25, 18.25, 18, 18.5, 18, 17.5, 17.75, 17.75, 17, 17.75, 18, 17.75, 17.5, 17.25, 17, 17.25, 16.75, 17.75, 17.5, 17.25, 17.25, 17.25, 17, 17.5, 17, 16.75, 17.25, 17.25, 17.5, 17.25, 17, 17, 17.75, 17.25, 17.5, 17, 17, 17.5, 17, 17.25]"
label,pixels
present,"[17.75, 18, 18.25, 18.75, 18.25, 19.25, 18, 17.25, 18.25, 17.75, 18, 17.75, 18.25, 18.25, 17.5, 17.75, 17.5, 18, 18.25, 18, 18, 17.75, 17.75, 17.5, 17.75, 17.5, 18.25, 18, 18.25, 17.5, 17.25, 17.5, 16.75, 18, 17.5, 18.25, 17.25, 17.25, 17.25, 17, 17.5, 17.5, 17.75, 17.5, 17.25, 17.25, 16.25, 17.25, 16.75, 17.25, 17.5, 17.5, 17, 17.75, 17.25, 17.5, 17.5, 17.5, 16.75, 16.75, 17.25, 17.75, 17, 17.25]"
label,pixels
empty,"[18, 18.25, 18, 18.75, 18, 19, 18.25, 18.25, 17.5, 17.75, 17.75, 18, 18.75, 18.75, 17.25, 18, 17.75, 18.25, 18.5, 18.5, 17.5, 18, 18, 17.5, 17.5, 17.75, 17.75, 18, 17.75, 17.5, 17, 17.5, 17.5, 17.25, 17.75, 17.75, 17, 17.25, 16.75, 17, 17.75, 17.25, 17.75, 17.75, 17.25, 17.25, 16.5, 17.5, 17.5, 17, 17, 17.75, 17.75, 17.75, 17, 17, 17, 18, 17.75, 17, 17.25, 17, 16.5, 17.5]"
label,pixels
present,"[17.25, 17.25, 18, 17.75, 17.5, 17.75, 17, 17.25, 16.75, 17.5, 17.5, 17.25, 17.25, 17.75, 17.25, 17, 16.5, 17.25, 17.75, 18, 17.25, 17.5, 17.5, 17, 16.75, 17.25, 17.25, 17, 17.25, 17.25, 16.5, 17.25, 17, 17.25, 17, 17.25, 16.75, 16.5, 16.75, 16.5, 16.75, 16.75, 17.5, 17.25, 17.25, 16.25, 16, 17, 16.75, 17, 16.75, 17, 17, 16.75, 16.75, 16, 16.5, 16.75, 16.75, 16.5, 16.5, 16.5, 16.5, 16.5]"
label,pixels
empty,"[17.5, 18, 18, 18.5, 18, 17.25, 17.25, 17.75, 17.5, 17.5, 17.5, 17.75, 18, 17.5, 17.25, 17.5, 17.75, 17.25, 18, 18.25, 17.25, 17.25, 17.75, 17.75, 17.5, 17.25, 17.75, 17.5, 17.75, 16.75, 17, 16.75, 17.25, 17.5, 17.5, 17.75, 17.5, 17.25, 17, 16.75, 17.5, 17.25, 17, 17.25, 17.25, 17, 16.5, 17.75, 16.75, 17, 17.5, 17.25, 17, 17.25, 16.75, 16.75, 17.75, 17, 17.25, 17.25, 17.5, 17.5, 16.75, 17.25]"
label,pixels
empty,"[17.5, 17.25, 17.75, 18.5, 17.75, 17.5, 17, 17.75, 17.5, 17.5, 17.5, 18, 18.25, 18, 17, 17, 17.25, 17.5, 18, 18.25, 17.5, 17.75, 17.5, 18, 17.25, 17.5, 17.75, 18.25, 17.75, 17.25, 17.5, 17.5, 17.25, 17.25, 17.75, 17.75, 17.75, 17.5, 17.25, 17, 17.75, 17, 17.5, 17.25, 17.25, 17, 16.75, 17.5, 17, 17, 17, 17.5, 17, 17.25, 16.75, 17, 16.75, 16.75, 17, 17.25, 17.5, 17.75, 17, 16.75]"
label,pixels
present,"[17.25, 18.25, 17.75, 18, 17.75, 17.5, 17.25, 17.5, 17, 17.25, 17.5, 17.25, 18.25, 18, 16.5, 17.75, 17.25, 17.5, 17.75, 18, 17.75, 17.5, 17.5, 17.75, 16.75, 17.5, 17.25, 17.75, 17.25, 17.25, 17.25, 17, 17.5, 17.5, 17.75, 17.75, 17.5, 17, 16.75, 17, 17, 17.25, 18, 17.75, 17.25, 16.75, 16.75, 17.5, 17, 17.25, 16.75, 17.5, 17.75, 17, 17.5, 17, 16.75, 16.5, 17.25, 17.25, 16.75, 17.25, 16.5, 17]"
label,pixels
empty,"[17.75, 18, 18.25, 18.25, 17.5, 17.25, 17.75, 17.75, 17.5, 18.25, 17.75, 17.75, 17.5, 17.5, 17.5, 18.25, 17.25, 18.25, 18, 18.25, 18, 17, 17.5, 17.75, 17.25, 17.75, 18.25, 17.75, 18, 17.5, 17.5, 17, 17.25, 17.5, 18, 17.5, 17.5, 17.5, 17.5, 16.75, 17.75, 17.75, 17.5, 17.75, 17.5, 17.25, 17, 16.75, 17, 17.25, 17.5, 17.75, 17.5, 17.5, 17.25, 17, 17.5, 17.5, 17.5, 16.75, 17.5, 17.75, 16.5, 17.5]"
label,pixels
present,"[18.25, 18.5, 18.25, 18.75, 17.75, 17, 17.75, 18.25, 17.75, 17.75, 18, 17.75, 17.75, 17.75, 17, 17.5, 18, 18, 18, 18.25, 17.5, 17.5, 17.25, 17.75, 17.75, 18.25, 18, 18, 18, 17.25, 17.75, 17.75, 17.5, 18.25, 18.25, 18, 17.75, 17.25, 17.25, 16.75, 17.75, 18, 17.5, 18.25, 17.5, 17.5, 16.75, 17.25, 17.25, 17.5, 17.25, 17.75, 17.75, 17.75, 17.25, 17, 18, 17.5, 18, 17, 17.25, 17.25, 17.25, 17.25]"
label,pixels
empty,"[18, 17.75, 18, 18.25, 17.5, 17, 17.75, 17.5, 18.25, 18, 18, 18, 17.75, 17.75, 17.75, 18, 17.25, 18, 18.25, 18.25, 18, 17.5, 17.25, 17.5, 17.25, 17.75, 17.75, 17.75, 18, 17.75, 17.25, 17.75, 17.25, 18.25, 18.25, 18.5, 17.5, 17.25, 17, 17, 17.75, 18.25, 18, 18, 17.75, 17.25, 16.5, 17.5, 17.75, 17.25, 18, 18, 17.75, 18, 17.25, 17.75, 17.5, 17.5, 18.25, 17.5, 17.5, 17.25, 16.5, 17.5]"
label,pixels
present,"[18.25, 18, 18.5, 18, 17.25, 17.5, 17.5, 18, 17.75, 17.75, 17.75, 17.5, 17.5, 17.75, 17.25, 18, 17.5, 17.5, 18, 18, 17.5, 17.5, 17.25, 18, 17.75, 18, 17.75, 17.75, 17.5, 17.25, 17.25, 17.25, 17, 18, 17.75, 18.25, 17.5, 17.5, 16.75, 17.25, 17.5, 17.75, 18, 17.25, 17.5, 18, 17, 17.75, 18, 17.25, 17.5, 18, 17.75, 18, 17, 17.25, 16.75, 17.75, 17.5, 17, 17.25, 17.5, 16.75, 16.75]"
label,pixels
empty,"[17.5, 17.75, 18, 18, 17.5, 17.25, 17, 18, 17.75, 17.5, 17.75, 17.5, 17.75, 17.25, 16.75, 17.25, 17.5, 17.75, 18, 18, 17.25, 17.5, 17.25, 17.5, 17.25, 17.5, 17.75, 17.5, 17.5, 16.75, 17, 17, 17.5, 17.75, 17.5, 18, 17.5, 17, 16.75, 17, 17.25, 17.5, 17, 17.75, 17.5, 17.25, 16.5, 17.25, 17.25, 17.5, 17.5, 17.25, 17.75, 17.25, 17.25, 17.5, 17.25, 17.5, 17.25, 17.25, 17, 16.5, 16.5, 16.75]"
label,pixels
present,"[17.75, 18.25, 18, 18.5, 17, 16.75, 17, 17, 17.75, 17.5, 17.5, 17.75, 17.5, 17.75, 17, 17.5, 17.25, 18, 18, 18, 17.25, 17.25, 17, 17.5, 17.25, 17.75, 17.75, 17.5, 17.5, 17.25, 17, 17, 17.25, 17.5, 17.75, 17.5, 17.5, 17.5, 16.75, 16.75, 17.25, 17.25, 17.75, 17.5, 17.5, 17, 16.75, 17, 17, 17, 17, 18, 17.25, 17.75, 16.75, 17, 17, 17.25, 17.25, 17.25, 17.25, 17.25, 16.5, 16.75]"
label,pixels
empty,"[17.75, 18, 18, 18, 17.25, 17.5, 17.25, 17.75, 17.75, 17.75, 17.25, 18, 18, 17.75, 17, 17.25, 17.5, 17.75, 18.25, 18, 17.5, 17.5, 17.5, 17.5, 17.25, 17.5, 17.5, 18, 17.75, 17.25, 17.75, 17.5, 17.75, 18, 18, 17.5, 17.75, 17.5, 17, 17, 18, 17.75, 17.75, 17.75, 17.75, 17, 16.75, 17.25, 17, 17.5, 17, 18, 17.5, 17.5, 16.75, 17, 17.75, 17, 17.5, 16.75, 17.25, 17.25, 16.5, 16.75]"
label,pixels
present,"[17.75, 18, 18.5, 18, 17.25, 17.25, 16.5, 18, 17.75, 17.75, 17.75, 17.5, 18, 17.75, 17.75, 18, 17.25, 18, 17.5, 18.25, 17.25, 17.5, 17.5, 17.5, 17.25, 17.75, 17.75, 18, 17.75, 17.5, 17.75, 17.5, 17, 18.25, 18, 18, 17.75, 17.25, 16.5, 17.25, 18, 17.5, 17.5, 17.5, 17.25, 17.5, 17, 17.75, 17.25, 17.25, 17.5, 17, 17.25, 17.25, 17.5, 17, 17.75, 17.75, 17.5, 17, 17.75, 17.25, 16.75, 18]"
label,pixels
empty,"[18, 17.75, 18.25, 18.5, 17.75, 18, 17.5, 18, 18, 17.75, 17.75, 18.25, 17.75, 17.5, 17.25, 18, 17.75, 18, 18, 18.5, 17.5, 17.5, 17.5, 17.5, 17.5, 18, 18, 17.5, 18, 17.25, 17.5, 17.75, 17.5, 17.5, 17.5, 17.5, 18, 17.5, 17, 17, 18, 17.75, 17.75, 17.75, 17.25, 17, 16.75, 17.5, 17, 17.25, 17, 16.75, 17.5, 18, 17.25, 16.75, 17, 17.25, 17.75, 17, 17.25, 17.25, 16.5, 17.75]"
label,pixels
present,"[17.75, 18.25, 18.25, 17.5, 17.75, 17.25, 17.25, 17.25, 17.75, 18, 17.75, 17.75, 17.25, 17.75, 17.5, 17.75, 17, 17.5, 18, 18, 17.25, 17.5, 17, 18, 17.25, 17.75, 17.25, 17.75, 17.5, 17.25, 17.5, 17.25, 17.5, 17.75, 17.75, 17.5, 17, 17.25, 17, 17.25, 17.25, 17.75, 17.5, 17.75, 17.75, 17.5, 16.5, 17.5, 17.25, 17, 17, 17.5, 17.25, 17.5, 17.5, 17, 17.25, 17.75, 17.75, 16.75, 17.25, 17.25, 16.5, 17.75]"
label,pixels
empty,"[18.25, 17.75, 18.75, 17.75, 17.75, 17, 17, 17.75, 17.75, 18, 17.75, 17.5, 18, 17.5, 16.5, 17.75, 17.25, 18, 18.25, 17.75, 17.75, 17, 17.5, 17.75, 17, 17.5, 17.5, 17.5, 17.75, 17.25, 17, 16.75, 17.5, 18, 17.75, 17.75, 17.5, 17.5, 16.75, 17, 18, 17.25, 18, 18, 17.25, 17.25, 17, 17.25, 17.25, 17.75, 17, 17.75, 17.5, 17.75, 17.25, 17.5, 17.5, 17.25, 18, 17, 17, 17.5, 16.75, 17]"
label,pixels
present,"[18.25, 18, 17.75, 18, 17.75, 16.75, 17.25, 17.25, 17.75, 17.25, 17.25, 18, 17.25, 17.25, 16.75, 17.25, 17.75, 17.75, 18, 17.5, 17.25, 17, 17.5, 17.25, 17.75, 17.5, 17.5, 18.25, 17.5, 17.5, 17.5, 17, 17.5, 17.5, 18, 17.5, 17.25, 17, 17, 17.5, 17.5, 17.75, 17.75, 17.5, 17.25, 17.25, 16.5, 17, 16.75, 17.25, 17, 17.5, 17.25, 17.25, 17, 17.5, 17.5, 17.5, 17.5, 17, 17, 17.25, 17, 17.75]"
label,pixels
empty,"[18, 18.25, 17.75, 18, 17, 17, 16.5, 17.75, 17.75, 17.5, 17.75, 17.75, 17.5, 17.5, 16.75, 17, 18, 17.75, 18, 17.75, 17.25, 17.25, 17.75, 17.75, 17.75, 17.5, 17.5, 17.5, 17.25, 17.25, 17.25, 17.25, 17, 17.25, 17.5, 17.75, 17.25, 17, 17, 17, 17.5, 17.5, 17.25, 17.25, 17.25, 17, 17.25, 17.5, 17.25, 17.25, 17.5, 17.25, 17, 17.5, 17, 17, 17.25, 16.75, 18, 17, 17.25, 16.75, 17, 17.25]"
label,pixels
present,"[18, 18, 18, 17.75, 17.5, 17.25, 17.25, 18.5, 18, 17.5, 18, 17.5, 17.5, 17.75, 17, 18.25, 17.75, 17.75, 18, 18.25, 17.25, 17.75, 17.75, 17.5, 17.25, 18, 17.75, 17.75, 17.25, 17.5, 17.25, 17.25, 18.25, 17.75, 18.25, 17.75, 17, 17.5, 17.25, 17, 18.25, 17.75, 18, 17.75, 17.5, 17, 16.75, 17.5, 17.5, 17.75, 17.5, 17.5, 17.25, 17.75, 16.75, 17.25, 17, 18, 17.75, 17.25, 17, 17.5, 16, 16.75]"
label,pixels
empty,"[18.25, 17.5, 17.75, 17.75, 17.5, 17, 17.25, 17.75, 17.5, 17.5, 17.25, 17.25, 17.5, 17.75, 16.75, 17.25, 17.75, 18.25, 18, 18, 17.25, 17.5, 17.75, 18, 17.75, 17.75, 17.75, 17.5, 17.5, 16.75, 17.25, 17.25, 17.5, 18, 18, 17.75, 17.5, 17.5, 16.75, 17.25, 18, 18.25, 17.5, 17.5, 17.75, 16.75, 16.75, 18, 17.25, 17.5, 17.25, 17.5, 17.25, 17, 17.25, 16.25, 17.5, 17, 17.25, 17.25, 17.25, 17.25, 16.75, 17]"
label,pixels
present,"[18, 17.25, 17.5, 17.75, 16.75, 17, 17, 18, 17.5, 17.25, 17, 17.25, 17, 17.25, 16.75, 17.5, 17.25, 17.5, 17.25, 17.5, 16.75, 16.5, 17.5, 17.5, 17, 17.25, 17.25, 17, 17, 16.75, 17, 17, 17.25, 17.5, 17.5, 17.25, 16.75, 16.75, 17.25, 16.75, 17.25, 17.75, 17.5, 17, 17, 16.75, 16.5, 17, 17, 17.5, 17, 17, 17.25, 16.75, 16.75, 16.75, 17.25, 17, 17, 16.25, 16.5, 16.5, 15.75, 16.75]"
label,pixels
empty,"[17, 17.5, 17.5, 17.75, 17.25, 17.25, 17, 18, 17.25, 17.25, 16.5, 17, 17.25, 17.5, 17, 18.25, 17.5, 17.5, 17.5, 17.5, 16.5, 17, 17.25, 17.75, 17.25, 17.75, 17, 17.5, 17, 16.75, 16.75, 17.25, 16.75, 17.75, 17.25, 17, 16.75, 16.75, 16.75, 16.75, 17.25, 17.25, 16.75, 17.25, 16.75, 16.25, 16, 17, 16.75, 17, 16.75, 17, 16.75, 16.75, 16.75, 17, 17.25, 16.5, 17.5, 16.25, 16.5, 17, 16.5, 16.25]"
label,pixels
present,"[18, 17.75, 17.5, 17, 17.25, 17, 17, 17.75, 17.25, 17.25, 17.25, 17.25, 17.25, 17.25, 17, 17.75, 16.75, 17.75, 17.25, 17.25, 16.75, 17, 17.25, 17.25, 17, 17.25, 17, 17.25, 17, 16.75, 16.75, 17.25, 17.25, 17.25, 17.25, 17.25, 17, 17, 16.25, 16.75, 17.75, 17.5, 17.25, 17.75, 16.75, 16.75, 16.25, 17.25, 16.5, 16.5, 17, 17, 17, 17, 16.75, 17.25, 16.5, 17.5, 16.75, 16.25, 17, 17, 16, 16.5]"
label,pixels
empty,"[17.75, 17.25, 17.75, 17.75, 17, 17.5, 17, 18, 17.5, 17.25, 17, 17, 17.25, 17.5, 17.5, 17.5, 17.5, 17.25, 17, 17.25, 17, 17.25, 17, 17.25, 16.75, 17.25, 17, 17.25, 17.25, 16.5, 17, 17, 17, 17.25, 17.25, 17.25, 17, 16.5, 16.75, 16.5, 17.5, 17, 16.25, 17, 17, 16.75, 16.5, 17.25, 17, 16.75, 16.75, 17, 16.75, 16.75, 16.75, 16.5, 16.75, 16.75, 17.25, 16.25, 17, 16.75, 16, 16.5]"
label,pixels
present,"[18, 17.75, 17.5, 17.75, 16.5, 17.25, 17, 17.5, 17.75, 17.25, 17.5, 17.5, 17.25, 17.5, 17.25, 17.75, 17.5, 17.5, 17.25, 17.75, 17, 17, 17.25, 18, 17.75, 17.5, 17.75, 16.75, 17, 16.75, 17, 17, 17.25, 17.25, 17, 17.75, 17, 16.75, 16.75, 16.75, 17.5, 17, 17.25, 17.25, 16.75, 16.5, 16.5, 17.25, 17, 16.75, 16.5, 17, 16.5, 16.5, 16.75, 16.25, 17, 17.25, 17.25, 16.75, 17.25, 17, 16.75, 16.25]"
label,pixels
empty,"[17.5, 17, 17.25, 17.75, 17, 17, 16.75, 17, 17, 17.5, 17.25, 17, 17.25, 17.25, 17.25, 17, 17.5, 17.5, 17.5, 17.5, 16.5, 17, 17, 17.5, 17, 17.25, 17.25, 17, 17, 16.75, 17.25, 17, 17.25, 17.25, 17.5, 17, 17.25, 16.5, 16.75, 16.75, 18, 17.25, 17, 16.75, 17, 16.25, 16.25, 17.25, 16.5, 17.5, 17, 17, 16.75, 17, 16.5, 16.75, 17.25, 17, 17.5, 17, 17, 17, 15.75, 16.75]"
label,pixels
present,"[17.25, 17.5, 17, 17.5, 17.25, 17, 17, 17.5, 17.5, 17.5, 17.25, 17.25, 17.5, 17.5, 17.5, 17.5, 17, 17.75, 17.5, 18.25, 17, 17.5, 17.25, 18, 17.5, 17.5, 17, 17.5, 17.25, 17.25, 17.5, 17.25, 17.5, 18, 17.5, 17.5, 17.5, 17, 17.25, 17, 17.75, 17.25, 17.25, 17.25, 17, 16.5, 16.75, 17, 17.25, 16.75, 17, 17, 17.5, 17, 17.5, 16.5, 17.25, 17, 17.25, 17, 17.5, 17, 16.5, 17.25]"
label,pixels
empty,"[17.25, 18, 17, 17.25, 16.75, 17, 17, 17.25, 17.75, 17, 17.25, 17, 16.75, 17.25, 17, 17, 17.25, 17.25, 17, 18, 17, 17, 17.5, 17.25, 16.75, 17.25, 17.25, 16.75, 17.25, 16.5, 17.25, 16.75, 17.5, 18, 17.5, 17.5, 17, 16.5, 17, 16.5, 17, 17.25, 17.25, 17.25, 16.75, 16.5, 15.75, 16.5, 17, 16.75, 16.75, 17, 17, 17, 16.5, 16.5, 17.25, 17.25, 17.25, 16, 17.5, 17, 16, 16.25]"
label,pixels
present,"[17.5, 17.25, 17.25, 17.25, 17, 17, 17.75, 18, 17.75, 17.5, 17, 17.25, 17.25, 17.5, 17.25, 17.5, 17.5, 17.5, 17.75, 17.5, 17, 17, 17.25, 17.25, 17.25, 17.75, 17.25, 17.25, 17, 17, 17.25, 17.25, 17.25, 17.5, 17.5, 16.75, 17, 16.5, 16.5, 16.5, 17.5, 17.25, 17.25, 17.25, 17, 16.5, 16.5, 17, 17, 16.75, 16.75, 16.5, 17, 17.5, 16.5, 16.5, 17, 17.25, 17, 16.5, 17.5, 16.75, 16, 16.5]"
label,pixels
empty,"[17.25, 17.25, 17.5, 17.25, 16.75, 16.75, 17.25, 17.25, 17.75, 17.25, 17, 17.25, 17.5, 17.25, 17, 18, 17.25, 17.75, 17.5, 17.5, 16.75, 17, 17.5, 17.75, 17.5, 17.25, 17.25, 17.25, 17.25, 17, 17.5, 16.75, 17, 18, 17.5, 17.5, 17.5, 16.75, 16.5, 17.25, 18, 17.5, 17.5, 17.25, 17.25, 16.75, 16.75, 17.25, 17, 17, 17.5, 17, 17, 17.25, 17, 17, 16.75, 17, 17.25, 16.5, 16.5, 17, 16.25, 16.75]"
label,pixels
present,"[17.5, 18, 17, 17.5, 17.25, 17.25, 17.25, 18.25, 17.25, 17.25, 17, 17, 17, 17.5, 17, 17.75, 17.75, 17.75, 17.75, 18, 17.5, 17.25, 18, 17.75, 17.75, 17.5, 17.75, 17.5, 17.25, 17.25, 17.5, 17.75, 17.5, 17.5, 17.5, 17.5, 17, 17, 17, 17, 17.75, 17.75, 17.75, 17.75, 17.5, 17, 17, 17, 17, 17.25, 17.75, 17.25, 17.25, 17.5, 17.25, 17, 17.75, 18, 17.25, 17, 17, 16.75, 17, 17]"
label,pixels
empty,"[16.75, 17.25, 17.5, 17, 17.25, 17, 16.5, 16.75, 17.5, 17.5, 17, 16.75, 17.25, 17.25, 17.25, 17.5, 17, 17.5, 17.75, 17.5, 17, 17, 17, 17.5, 17, 17.5, 17.25, 17, 17.5, 16.5, 17.5, 17.25, 17, 17.5, 17.25, 17.75, 17.25, 16.5, 17.25, 17.25, 17.75, 17.5, 17, 17.25, 17.25, 16.75, 17, 16.75, 17.25, 16.5, 17.25, 17.5, 16.75, 17, 17, 16.5, 17.25, 16.5, 17.25, 16.25, 17, 16.5, 16.5, 16.5]"
label,pixels
present,"[17.75, 17.75, 17.25, 18, 16.75, 17, 17, 17.75, 17.25, 17.75, 17.25, 17, 17.25, 17.25, 17.25, 17.75, 17.75, 17.75, 17.5, 17.75, 16.75, 17.25, 17.5, 17.75, 17.25, 17.75, 17.5, 17.25, 17.5, 17, 17.5, 17, 17.25, 17.75, 18, 17.75, 17.5, 17, 17.25, 16.75, 17.5, 17.5, 17.25, 17.5, 17.5, 17.25, 16.75, 17.5, 17, 17.25, 17, 17.5, 17.25, 17.5, 17.25, 17.5, 17, 16.75, 17.25, 16.75, 17.25, 17, 17, 17.75]"
label,pixels
empty,"[17.5, 17.25, 17.25, 17.5, 16.75, 16.75, 17, 17.5, 17.75, 17.25, 17.25, 17.5, 17, 17.75, 17.25, 17.75, 17, 17.75, 17.5, 17.5, 16.75, 17, 16.75, 17.5, 17.25, 17.75, 17, 17.5, 17.25, 16.75, 17.5, 17.25, 17.25, 17.5, 17.5, 17.5, 17.25, 17.25, 17, 16.75, 17.5, 17.25, 17.25, 17.5, 17.5, 17, 17, 17.75, 17.5, 17.25, 17.25, 17.75, 17.25, 17.5, 17, 17, 17.25, 16.75, 17.25, 17, 17.5, 16.75, 16.75, 17]"
label,pixels
